type,label,severity,center_lat,center_lng,active,type_enc,active_enc,severity_enc,lat_scaled,lng_scaled,nearby_events,nearby_fatalities,nearby_population
strike,Hazmieh Hotel Airstrike,critical,33.8475,35.5398,False,4,0,2,1.330312061707125,0.1685495911273347,421,295,38910.32779097387
strike,Israeli attack on Marj Harouf.,high,33.155,35.368,False,4,0,1,-0.9630670144403364,-0.6528768238186142,7906,1076,2766.5246648115353
strike,Marj Harouf airstrike,high,33.22,35.37,False,4,0,1,-0.7478039964626023,-0.643314234587601,8664,1503,3025.684210526316
strike,A drone strike targeted a coffee kiosk in Marj Harouf.,high,33.155,35.368,False,4,0,1,-0.9630670144403364,-0.6528768238186142,7906,1076,2766.5246648115353
strike,New strike targeting Jaroud Shamsatar.,high,33.916,36.0,False,4,0,1,1.557166165268284,2.368901373188636,283,282,5578.819787985865
strike,Renewed shelling on Khiam and machine gun fire towards Tal Nahas.,high,33.398,35.608,False,4,0,1,-0.1583145010773881,0.4946338839056373,4101,611,3557.8995366983663
strike,Israeli air attack hit the southern suburbs of Beirut.,high,33.8569,35.515,False,4,0,1,1.361442405845466,0.0499734846624974,421,295,38910.32779097387
strike,Israeli forces bomb a hotel in Beirut and a residential building in Lebanon's east.,high,33.8938,35.5018,False,4,0,1,1.4836455652820466,-0.0131396042623265,416,291,39255.033653846156
strike,Shelling on the Nabatieh district in southern Lebanon.,high,33.3667,35.4833,False,4,0,1,-0.2619719235805214,-0.1015935546494208,5522,1204,3373.8006157189425
strike,A massive Israeli assault targeted underground weapon depots and Hezbollah headquarters in Beirut.,critical,33.8938,35.5018,False,4,0,2,1.4836455652820466,-0.0131396042623265,416,291,39255.033653846156
strike,Israeli strike hits Beirut's southern suburbs.,high,33.8569,35.515,False,4,0,1,1.361442405845466,0.0499734846624974,421,295,38910.32779097387
strike,"A drone strike targeted a coffee kiosk in Marj Harouf, near Al-Rimal Cooperative.",high,33.205,35.347,False,4,0,1,-0.7974800775343907,-0.7532840107444922,8413,1394,2905.653274693926
strike,Marj Harouf Strike,high,33.308,35.438,False,4,0,1,-0.4563709875081184,-0.3181862007323657,6010,1357,3775.084193011647
strike,Shemstar Outskirts strike,high,34.0,36.083,False,4,0,1,1.835352219270299,2.765748826276607,254,263,4522.5157480314965
strike,Marj Harouf strike,high,33.284,35.343,False,4,0,1,-0.5358527172229798,-0.7724091892065529,5930,1614,3587.2193929173695
strike,Khiam bombardment,high,33.36,35.602,False,4,0,1,-0.2841605731259266,0.4659461162125293,4789,669,3393.5919816245564
road_closure,Adlieh Roundabout Heavy Traffic,medium,33.882,35.52,False,3,0,0,1.444567048172238,0.0738799577400988,421,295,38910.32779097387
strike,Hula airstrikes,high,33.155,35.558,False,4,0,1,-0.9630670144403364,0.2555691531297601,4789,549,3141.6596366673625
strike,Kfar Shouba phosphorus shelling,critical,33.359,35.688,False,4,0,2,-0.2874723118640379,0.8771374531470885,3552,470,3486.8941441441443
strike,Majdal strike,high,33.181,35.344,False,4,0,1,-0.8769618072492521,-0.7676278945910462,8020,1254,2884.3321695760596
strike,Yahmar El Shekif airstrike,high,33.435,35.539,False,4,0,1,-0.0357801677669847,0.1647245554349294,3859,955,3733.606892977455
strike,Ayta al-Shaab shelling,medium,33.078,35.34,False,4,0,0,-1.2180708972755008,-0.7867530730531069,6617,822,2307.2776182560074
strike,Beirut southern suburbs strike,critical,33.861,35.537,False,4,0,2,1.3750205346717344,0.1551619662038821,421,295,38910.32779097387
hospital_status,Bahman Hospital,critical,33.824,35.503,False,2,0,2,1.252486201361331,-0.0074020507237184,421,298,38415.1971496437
strike,Southern Lebanon Strike Zone - Ghara Sarifa,high,33.27876,35.40258,False,4,0,1,-0.5532062282107257,-0.4875396560140164,6585,1588,3832.256188306758
strike,Libbaya Strike,critical,33.56,35.74,False,4,0,2,0.3781871744979027,1.125764773154013,318,114,4071.7075471698113
strike,Mefdon Raid,high,33.34882,35.47614,False,4,0,1,-0.3211858122180847,-0.1358276240965233,5355,1199,3482.2782446311858
strike,Strike Zone - Al-Shaara neighborhood & eastern Lebanese mountain range,high,33.85022,36.13369,False,4,0,1,1.3393199910748208,3.00811265033722,234,226,5076.628205128205
strike,Strike Zone - Mefdoun,high,33.34088,35.48018,False,4,0,1,-0.3474810177987668,-0.1165111938498491,5779,1144,3337.5843571552173
strike,Tyre Airstrike,critical,33.26727,35.21496,False,4,0,2,-0.5912581063116973,-1.3846061517774817,5231,1019,2526.950296310457
strike,"Air strike in Labaya, Western Beqaa",critical,33.6401,35.7979,False,4,0,2,0.6434574474212243,1.402601731392478,142,95,6569.077464788732
strike,Strike on Qa'qa'iyat al-Jisr,critical,33.4542,35.4622,False,4,0,2,0.0278052160048949,-0.2024788710368324,2479,1135,5340.316659943525
strike,Siddiqin Airstrike,critical,33.12033,35.43949,False,4,0,2,-1.0778849964909205,-0.3110620717552591,5784,796,2752.45020746888
strike,Tebnine Strike Zone,medium,33.19793,35.41906,False,4,0,0,-0.8208940704128888,-0.4087439207502761,7659,1250,3072.8831440135787
strike,Southern Lebanon Strike Zone - Bani Hayyan,high,33.24661,35.49013,False,4,0,1,-0.6596786286412596,-0.0689373124254303,6340,1141,3501.2652996845427
strike,Eastern Mountain Range Airstrikes (Nabi Sheet/Janta),high,33.85191,36.11412,False,4,0,1,1.3449168295422302,2.914542714711528,252,232,5594.706349206349
strike,Strike Zone: Jaroud Taraya,high,33.98197,36.02863,False,4,0,1,1.7756415698220012,2.5057898380309096,292,293,5153.246575342466
strike,Nabatieh Strike Zone - Al-Bayad neighborhood,high,33.37386,35.48344,False,4,0,1,-0.2382598742155922,-0.1009241734032396,5210,1340,3416.6086372360846
strike,Strike Zone: Zahrani Area,high,33.41069,35.45237,False,4,0,1,-0.1162885364906594,-0.2494789971073768,3812,1316,4423.2791185729275
strike,Strike Zone - Deir Siryan and Deir Kifa,high,33.29166,35.50009,False,4,0,1,-0.5104847984889831,-0.0213156180548751,6161,1073,3323.9019639668886
strike,Strike Zone: Harbatta Heights (Bekaa Valley),medium,34.21665,36.25111,False,4,0,0,2.552840416883806,3.569532264091301,103,88,4089.0776699029125
strike,Al-Sha'ra near Nabi Shit Strike Zone,high,33.84082,35.49957,False,4,0,1,1.3081896469365033,-0.0238018912549522,421,295,38910.32779097387
strike,Strike Zone: Al-Jurn-Al-Jamijmah,high,33.20339,35.44052,False,4,0,1,-0.8028119769027606,-0.3061373383012753,7228,1231,3346.4641671278364
strike,Zawtar al-Gharbiya Strike Zone,high,33.35637,35.44275,False,4,0,1,-0.2961821847453026,-0.2954750513086835,5029,1371,3888.531517200239
strike,"Southern Lebanon Strike Zone - Arab Salim, Taybeh, Majdal Selm, Aita al-Shaab",high,33.09529,35.33461,False,4,0,1,-1.1608109344934363,-0.8125242510307745,6881,900,2437.16698154338
strike,Haboush and Arnoun Strike Zone (Nabatieh),high,33.40439,35.48481,False,4,0,1,-0.13715249054082,-0.0943737997799734,4556,1280,3552.556189640035
road_closure,Road Disruption: Bsous Intersection,medium,33.805,35.566,False,3,0,0,1.1895631653370735,0.2938195100539154,424,298,38647.25
strike,Strike Zone Majdal Selm,high,33.22564,35.46558,False,4,0,1,-0.7291257899796117,-0.1863180952363825,7282,1315,3609.9046965119473
strike,Strike Zone Sir al-Gharbiya,high,33.31893,35.35675,False,4,0,1,-0.4201736831004704,-0.7066663882432087,4973,1550,4072.9911522219986
strike,Strike Zone: Zibqin and Yater,high,33.15899,35.291,False,4,0,1,-0.9498531768752354,-1.0210365092135114,7061,1038,2781.5337770853985
strike,Strike Zone: Sir al-Gharbiya,high,33.31893,35.35675,False,4,0,1,-0.4201736831004704,-0.7066663882432087,4973,1550,4072.9911522219986
strike,Kafr Rumman/Nabatieh Airstrike,high,33.38876,35.49082,False,4,0,1,-0.1889149670176267,-0.065638219140729,4957,1290,3418.396207383498
strike,Zibqin and Yater area Strike Zone,high,33.15899,35.291,False,4,0,1,-0.9498531768752354,-1.0210365092135114,7061,1038,2781.5337770853985
strike,Al-Kafour Airstrike,high,33.14649,35.43142,False,4,0,1,-0.9912499111017335,-0.349647119302471,7439,1028,2645.5170049737867
strike,"Airstrike in Labwe, Western Bekaa",critical,34.1804,36.3713,False,4,0,2,2.4327898876269805,4.144196063930392,102,88,4104.068627450981
strike,Qaaqaiyat al-Jisr Strike Zone,high,33.32897,35.42301,False,4,0,1,-0.3869238261697663,-0.3898578070189993,5267,1412,4095.7134991456237
strike,Airstrike - Khirbet Selm and Majdal Selm,high,33.22263,35.46696,False,4,0,1,-0.7390941235813376,-0.1797199086669799,7243,1303,3592.5503244511942
strike,Deir Syrian and Deir Kifa Strike Zone,high,33.29166,35.50009,False,4,0,1,-0.5104847984889831,-0.0213156180548751,6161,1073,3323.9019639668886
strike,Zibqin and Jabal al-Batoum Strike Zone,high,33.16371,35.2807,False,4,0,1,-0.9342217700313168,-1.070283843753315,6924,1031,2810.925765453495
strike,Kafrman - Nabatieh Region Strike Zone,high,33.38733,35.49906,False,4,0,1,-0.1936507534131342,-0.0262403515088589,5204,1229,3340.735972328978
strike,"Qalila, Tyre district Strike Zone",high,33.19821,35.23487,False,4,0,1,-0.8199667835662034,-1.2894105759825074,6069,978,2550.2011863568955
strike,Strike Zone: Yater,high,33.14979,35.32877,False,4,0,1,-0.9803211732659308,-0.8404470115853946,8075,1161,2741.5852631578946
strike,Roumine Strike Zone,medium,33.26871,35.43417,False,4,0,0,-0.5864892025288216,-0.3364985591098021,6662,1466,3870.3090663464427
strike,Al-Haniyah and Al-Qalilah Strike Zone (Tyre),high,33.19534,35.23006,False,4,0,1,-0.8294714737446102,-1.312408603083144,6069,978,2550.2011863568955
strike,Jezzine District Strike Zone (Mount Rihan),critical,33.4339,35.57974,False,4,0,2,-0.039423080378919,0.3595144980711232,3860,658,3687.0492227979275
strike,Qalila Strike Zone (Tyre),high,33.19821,35.23487,False,4,0,1,-0.8199667835662034,-1.2894105759825074,6069,978,2550.2011863568955
strike,Airstrike in Tripoli,critical,34.4367,35.8497,False,4,0,2,3.2815885262069155,1.6502727924763012,72,33,28990.875
strike,Strike Zone - Kafr Rumman / Nabatieh,high,33.38876,35.49082,False,4,0,1,-0.1889149670176267,-0.065638219140729,4957,1290,3418.396207383498
strike,Al-Adisa and Deir Siryan Strike Zone,high,33.28549,35.50867,False,4,0,1,-0.5309182265031691,0.0197078897462773,6210,1034,3429.4919484702095
road_closure,Road Disruption: Corniche El Mazraa,high,33.878,35.494,False,3,0,1,1.4313200932197692,-0.0504337022633804,420,295,38962.03571428572
strike,Strike Zone - Wadi al-Uyun on the Beit Leef road,high,33.13427,35.33632,False,4,0,1,-1.0317193584815465,-0.8043482372382258,7903,1060,2656.745919271163
strike,Al-Jurn-Al-Jamijmah area Strike Zone,high,33.20339,35.44052,False,4,0,1,-0.8028119769027606,-0.3061373383012753,7228,1231,3346.4641671278364
strike,"Kfour Strike Zone, Southern Lebanon",high,33.3955,35.45305,False,4,0,1,-0.1665938479227019,-0.2462277167688459,4225,1336,4353.049704142012
strike,Tibnin and Safad al-Batikh area Strike Zone,high,33.19706,35.42044,False,4,0,1,-0.8237752831150492,-0.4021457341808735,7584,1243,3076.303533755274
strike,"Strike in Tripoli, North Lebanon",high,34.4367,35.8497,False,4,0,1,3.2815885262069155,1.6502727924763012,72,33,28990.875
strike,Strike Zone - Haboush / Kafr Tebnit / Arnoun,high,33.40439,35.48481,False,4,0,1,-0.13715249054082,-0.0943737997799734,4556,1280,3552.556189640035
strike,Deir Siryan/Deir Kifa Strike Zone,high,33.29166,35.50009,False,4,0,1,-0.5104847984889831,-0.0213156180548751,6161,1073,3323.9019639668886
strike,Strike Zone - Rmeen,high,33.46083,35.43949,False,4,0,1,0.0497620438386287,-0.3110620717552591,1967,1098,5210.78139298424
strike,Strike Zone Mefdoun,high,33.34088,35.48018,False,4,0,1,-0.3474810177987668,-0.1165111938498491,5779,1144,3337.5843571552173
strike,Louaizeh Strike Zone (Jezzine),high,33.45566,35.53442,False,4,0,1,0.032640354562554,0.1428262260958375,3281,942,4410.558061566596
strike,Al-Abbasiya Outskirts Strike Zone (Tyre District),high,33.29541,35.2771,False,4,0,1,-0.4980657782210477,-1.087496504369207,3761,1278,3649.55490561021
strike,Al-Haniyah and Al-Qalilah area Strike Zone,high,33.19534,35.23006,False,4,0,1,-0.8294714737446102,-1.312408603083144,6069,978,2550.2011863568955
strike,Strike Zone: Rmeen,high,33.46083,35.43949,False,4,0,1,0.0497620438386287,-0.3110620717552591,1967,1098,5210.78139298424
strike,"Strike in Labaya, Western Bekaa",critical,33.5854,35.6888,False,4,0,2,0.46230533844612,0.8809624888394938,373,94,3214.8016085790887
strike,Airstrike - Taybeh and Sultaniyeh,high,33.20956,35.40258,False,4,0,1,-0.7823785488885511,-0.4875396560140164,8353,1396,2997.600861965761
strike,Airstrike - Qaqaiyat al-Jisr,high,33.32897,35.42301,False,4,0,1,-0.3869238261697663,-0.3898578070189993,5267,1412,4095.7134991456237
strike,"Strike Zone - Al-Housh, south of Tyre",high,33.24245,35.23676,False,4,0,1,-0.6734554617918312,-1.2803739291591982,5901,1044,2562.9747500423655
strike,"Rmeen Strike Zone, Southern Lebanon",high,33.46083,35.43949,False,4,0,1,0.0497620438386287,-0.3110620717552591,1967,1098,5210.78139298424
strike,Al Wardieh (Aishieh) Airstrike,high,33.40166,35.58077,False,4,0,1,-0.146193537295884,0.3644392315251069,4433,723,3436.527633656666
strike,Strike Zone: Litani Valley (Khardali area),high,33.33744,35.54386,False,4,0,1,-0.3588733990578887,0.1879616472663496,5468,876,3330.5788222384786
strike,Strike Zone: Ain Baal outskirts,high,33.22866,35.26646,False,4,0,1,-0.7191243389904942,-1.1383694790782932,6515,1128,2804.2504988488104
strike,Strike Zone - Kafr Rumman roundabout,high,33.38876,35.49082,False,4,0,1,-0.1889149670176267,-0.065638219140729,4957,1290,3418.396207383498
road_closure,Dahiyeh (Southern Suburbs) Road Closure - Tayouneh,medium,33.8683,35.5147,False,3,0,0,1.3991962274600065,0.0485390962778284,421,295,38910.32779097387
strike,Strike in Tripoli,critical,34.4367,35.8497,False,4,0,2,3.2815885262069155,1.6502727924763012,72,33,28990.875
strike,"Airstrike in Labaya, Western Beqaa",critical,33.585,35.795,False,4,0,2,0.4609806429508754,1.3887359770074916,167,98,5579.263473053892
strike,"Air strike in Labaya, Western Bekaa",critical,33.616,35.795,False,4,0,2,0.5636445438325636,1.3887359770074916,146,93,6259.164383561644
strike,"Jebchit, Kafr Remman, and University District Strike Zone",high,33.376,35.48138,False,4,0,1,-0.2311727533160268,-0.1107736403112071,5087,1324,3445.188912915274
strike,Strike Zone - Nabatieh and surrounding areas,high,33.39343,35.480095,False,4,0,1,-0.173449147110596,-0.1169176038921613,4678,1272,3545.4756306113723
strike,Airstrike - Abba and Jebchit,high,33.36067,35.41288,False,4,0,1,-0.2819417081713884,-0.4382923214741787,4902,1415,4168.628722970217
strike,Zahle Strike Zone (Bekaa Valley),high,33.83195,35.91328,False,4,0,1,1.2788145243293811,1.9542675041309323,226,128,6112.769911504425
strike,Artillery Shelling - Qouzah and Aita al-Shaab,high,33.11989,35.33855,False,4,0,1,-1.079342161535708,-0.793685950245634,7547,1019,2583.6554922485757
strike,Strike Zone: Taybeh (Marjeyoun District),medium,33.27489,35.51846,False,4,0,0,-0.5660226571272439,0.0665167640321743,6108,1009,3416.7357563850687
strike,Al Khiam Air Raid,high,33.32648,35.60206,False,4,0,1,-0.3951700556276883,0.4662329938894835,5025,685,3349.203383084577
strike,Airstrike - Tyre,high,33.26727,35.21496,False,4,0,1,-0.5912581063116973,-1.3846061517774817,5231,1019,2526.950296310457
strike,Qaaqaiyat al-Jisr Airstrike,critical,33.4,35.5,False,4,0,2,-0.1516910236011654,-0.0217459345702724,4746,1152,3372.458069953645
strike,Raid - Bint Jbeil,high,33.11429,35.434,False,4,0,1,-1.097887898469179,-0.3373113791944603,6144,813,2641.8204752604165
strike,Raid - Kafr Rumman,high,33.38962,35.50266,False,4,0,1,-0.1860668717028345,-0.0090276908930009,4880,1186,3336.0936475409835
strike,Beirut Suburbs Strike Zone,critical,33.862645,35.5106,False,4,0,2,1.3804683448959518,0.0289357883542001,421,295,38910.32779097387
strike,"Strike Zone: Taybeh, Marjeyoun District",high,33.27489,35.51846,False,4,0,1,-0.5660226571272439,0.0665167640321743,6108,1009,3416.7357563850687
strike,Strike Zone: Al-Housh (Tyre),high,33.24332,35.23401,False,4,0,1,-0.6705742490896708,-1.293522489351867,5801,1034,2596.7743492501295
strike,Haboush/Arnoun Strike Zone,high,33.40439,35.48481,False,4,0,1,-0.13715249054082,-0.0943737997799734,4556,1280,3552.556189640035
strike,Strike Zone - Shaqra,high,33.12033,35.43949,False,4,0,1,-1.0778849964909205,-0.3110620717552591,5784,796,2752.45020746888
strike,Strike Zone - Roumine and Ghandouriyeh,high,33.26814,35.43477,False,4,0,1,-0.5883768936095369,-0.3336297823404981,6662,1466,3870.3090663464427
strike,Strike Zone: Zahle road,high,33.83808,35.90607,False,4,0,1,1.2991154827940474,1.919794369953046,226,127,6140.41592920354
strike,"Jebchit, Kafr Remman, and University District Strike Zone - Nabatieh",high,33.376,35.48138,False,4,0,1,-0.2311727533160268,-0.1107736403112071,5087,1324,3445.188912915274
strike,"Strike Zone - Jebchit, Kafr Remman, and university district in Nabatieh",high,33.376,35.48138,False,4,0,1,-0.2311727533160268,-0.1107736403112071,5087,1324,3445.188912915274
strike,Artillery shelling on Al-Qawzah and Beit Leif,high,33.155,35.323,False,4,0,1,-0.9630670144403364,-0.8680350815169242,8084,1170,2742.439757545769
strike,Targeted killing in Tripoli,critical,34.4367,35.8497,False,4,0,2,3.2815885262069155,1.6502727924763012,72,33,28990.875
strike,"Strike Zone - Sharqiya, Kafr Tebnit and Jebchit (Nabatieh)",high,33.34637,35.51007,False,4,0,1,-0.329299572126487,0.0264017022079867,5624,1056,3221.586237553343
strike,"Strike in Labaya, Western Beqaa",critical,33.565,35.698,False,4,0,2,0.3947458681884831,0.9249503993022572,426,98,3386.981220657277
strike,"Safad al-Batikh Area Strike Zone, Southern Lebanon",high,33.19577,35.43898,False,4,0,1,-0.828047426087214,-0.3135005320091658,7216,1136,3046.8967572062083
road_closure,Heavy Traffic - Achrafieh,medium,33.883,35.518,False,3,0,0,1.447878786910373,0.0643173685090514,421,295,38910.32779097387
strike,Eastern Mountain Range Strike Zone (Nabi Sheet/Janta),high,33.84136,36.10004,False,4,0,1,1.3099779858550904,2.8472220865250377,246,229,5589.544715447155
strike,Strike Zone: Al-Nafakhiyah,high,33.26914,35.38868,False,4,0,1,-0.5850651548714255,-0.5539996511697121,7213,1637,3664.60626646333
strike,Zahle Regional Strike Zone,high,33.83808,35.90607,False,4,0,1,1.2991154827940474,1.919794369953046,226,127,6140.41592920354
road_closure,"Heavy Traffic - Adlieh Roundabout, Beirut",medium,33.878,35.514,False,3,0,0,1.4313200932197692,0.0451921900469908,421,295,38910.32779097387
strike,Strike Zone - Srifa,high,33.27862,35.3928,False,4,0,1,-0.5536698716340684,-0.5343007173537769,6316,1549,3854.3275807473083
strike,Airstrike - Yahmar al-Shaqif,high,33.30832,35.52858,False,4,0,1,-0.4553112311119133,0.1149034655412174,5818,953,3126.5455482983843
strike,Strike Zone - Sir al-Gharbiya,high,33.31893,35.35675,False,4,0,1,-0.4201736831004704,-0.7066663882432087,4973,1550,4072.9911522219986
strike,Al-Bayyad Neighborhood Airstrike,high,33.37414,35.48361,False,4,0,1,-0.2373325873689304,-0.1001113533186154,5210,1340,3416.6086372360846
strike,Airstrike,critical,33.379,35.484,False,4,0,2,-0.2212375371016691,-0.0982466484185491,5126,1323,3431.6746000780336
strike,"Airstrike Labaya, West Bekaa",critical,33.548,35.795,False,4,0,2,0.338446309640472,1.3887359770074916,221,110,5493.343891402715
strike,Strike Zone: Deir Siryan and Deir Kifa,high,33.29166,35.50009,False,4,0,1,-0.5104847984889831,-0.0213156180548751,6161,1073,3323.9019639668886
strike,"Jebchit, Kafr Remman, University District Nabatieh Strike Zone",high,33.376,35.48138,False,4,0,1,-0.2311727533160268,-0.1107736403112071,5087,1324,3445.188912915274
strike,"Jebchit, Kafr Remman, and University District, Nabatieh Strike Zone",high,33.376,35.48138,False,4,0,1,-0.2311727533160268,-0.1107736403112071,5087,1324,3445.188912915274
strike,Strike Zone: Serein (Bekaa Valley),high,33.8827,36.06932,False,4,0,1,1.446885265288928,2.70034071593632,269,270,5603.698884758364
strike,Al-Housh area - Tyre,high,33.24332,35.23401,False,4,0,1,-0.6705742490896708,-1.293522489351867,5801,1034,2596.7743492501295
road_closure,"Rocket launcher confiscated in Kafermalki, north of Litani",medium,33.568,35.617,False,3,0,0,0.4046810844028408,0.5376655354452993,616,277,3487.396103896104
strike,"Janta Mountains, Bekaa Valley Strike Zone",medium,33.85091,36.11052,False,4,0,0,1.3416050908041188,2.8973300540956703,252,232,5594.706349206349
strike,Hamas commander eliminated in Tripoli,high,34.4367,35.8497,False,4,0,1,3.2815885262069155,1.6502727924763012,72,33,28990.875
strike,Israeli Navy eliminates Hamas commander in Tripoli,high,34.4367,35.8497,False,4,0,1,3.2815885262069155,1.6502727924763012,72,33,28990.875
strike,Ain Baal outskirts - Southern Lebanon,high,33.22866,35.26646,False,4,0,1,-0.7191243389904942,-1.1383694790782932,6515,1128,2804.2504988488104
strike,Strike Zone: Srifa (Tyre district),high,33.27845,35.392942,False,4,0,1,-0.5542328672195391,-0.5336217735183889,6316,1549,3854.3275807473083
strike,"Haboush, Kafr Tebnit and Barashit Airstrikes",high,33.34875,35.51888,False,4,0,1,-0.3214176339297561,0.0685249077707177,5497,957,3219.253774786247
road_closure,Tayouneh Roundabout Heavy Traffic,medium,33.864,35.513,False,3,0,0,1.384955750886092,0.0404108954314501,421,295,38910.32779097387
strike,Al-Kafour and Harouf Strike Zone,high,33.14649,35.43142,False,4,0,1,-0.9912499111017335,-0.349647119302471,7439,1028,2645.5170049737867
strike,Southern Lebanon Strike Zone - Adshit (Ain Area),high,33.27173,35.48859,False,4,0,1,-0.5764877515397041,-0.0763005061333208,6634,1233,3513.755049743744
strike,Strike Zone: Taybeh (Marjeyoun district),high,33.27489,35.51846,False,4,0,1,-0.5660226571272439,0.0665167640321743,6108,1009,3416.7357563850687
strike,"Airstrike in Labaya, West Beqaa",critical,33.585,35.78,False,4,0,2,0.4609806429508754,1.3170165577747217,175,98,5568.074285714286
strike,Strike in Qa'qaiyat al-Jisr,critical,33.398,35.568,False,4,0,2,-0.1583145010773881,0.3033820992849287,4547,730,3396.017154167583
hospital_status,Jabal Amel Tyre,critical,33.273,35.205,False,2,0,2,-0.5722818433422756,-1.4322278461480369,4601,967,2740.6133449250165
strike,Jebchit Airstrike,high,33.36052,35.43057,False,4,0,1,-0.2824384689820992,-0.3537112197256601,4852,1366,4000.541014014839
strike,Strike Zone - Zahrani,high,33.41069,35.45237,False,4,0,1,-0.1162885364906594,-0.2494789971073768,3812,1316,4423.2791185729275
strike,Kafr Rumman Airstrike (2),high,33.38962,35.50266,False,4,0,1,-0.1860668717028345,-0.0090276908930009,4880,1186,3336.0936475409835
strike,Al-Bayyad Neighborhood Nabatieh Strike Zone (Russian Cultural Center),high,33.37414,35.48361,False,4,0,1,-0.2373325873689304,-0.1001113533186154,5210,1340,3416.6086372360846
strike,Al-Mansouri,high,33.17149,35.21135,False,4,0,1,-0.9084564426487608,-1.4018666253394758,5768,849,2539.5729889042996
strike,Lebaaya Airstrike,critical,33.568,35.742,False,4,0,2,0.4046810844028408,1.1353273623850264,275,114,4687.72
strike,Strike Zone - Kafr Rumman and Nabatieh,high,33.38876,35.49082,False,4,0,1,-0.1889149670176267,-0.065638219140729,4957,1290,3418.396207383498
strike,Strike Zone - Zawtar al-Gharbiya and Jebchit,high,33.35637,35.44275,False,4,0,1,-0.2961821847453026,-0.2954750513086835,5029,1371,3888.531517200239
strike,Zahrani / Saida Strike Zone,high,33.41069,35.45237,False,4,0,1,-0.1162885364906594,-0.2494789971073768,3812,1316,4423.2791185729275
strike,Strike Zone - Al-Sawana,high,33.23483,35.43743,False,4,0,1,-0.6986909109762847,-0.3209115386632266,7619,1460,3707.333902086888
road_closure,Bourj Hammoud - Sin el Fil Heavy Traffic,medium,33.8967,35.5484,False,3,0,0,1.493249607622605,0.2096687248207941,418,291,39113.80622009569
strike,"Airstrike in Labaya, West Bekaa",critical,33.6,35.78,False,4,0,2,0.5106567240226638,1.3170165577747217,177,98,5530.966101694915
road_closure,Khiam Intersection Closure Scatter,medium,33.36784,35.61807,False,3,0,0,-0.2581965414190674,0.5427815206839305,4387,616,3372.6282197401415
strike,Shaqra,high,33.18687,35.46318,False,4,0,1,-0.8575219008564877,-0.1977932023136325,6625,1022,2986.8581132075474
strike,Lebanese Border Strike Zone (Serghaya Area),high,33.84618,36.11858,False,4,0,1,1.3259405665728083,2.9358672886967456,239,227,5008.121338912134
strike,Al-Jurn-Al-Jamijmah Area Strike Zone,high,33.20339,35.44052,False,4,0,1,-0.8028119769027606,-0.3061373383012753,7228,1231,3346.4641671278364
hospital_status,Jabal Amel Tyre Governmental Hospital,medium,33.273,35.205,False,2,0,0,-0.5722818433422756,-1.4322278461480369,4601,967,2740.6133449250165
strike,Strike Zone - Zibqin,high,33.16244,35.26955,False,4,0,1,-0.9384276782287452,-1.123595278716342,6865,1027,2815.1332847778585
strike,Ma'raka (Tyre) Strike Zone,high,33.27216,35.3116,False,4,0,1,-0.575063703882308,-0.922541840133836,6228,1584,3239.0727360308283
strike,Strike Zone - Al-Housh area south of Tyre,high,33.24245,35.23676,False,4,0,1,-0.6734554617918312,-1.2803739291591982,5901,1044,2562.9747500423655
strike,Tayr Falsay Airstrike,high,33.90182,36.1203,False,4,0,1,1.510205709961768,2.944091115435431,255,268,4804.054901960784
strike,Al-Haniyah and Al-Qalilah Strike Zone (Tyre district),high,33.19534,35.23006,False,4,0,1,-0.8294714737446102,-1.312408603083144,6069,978,2550.2011863568955
strike,Strike Zone - Safad al-Batikh,high,33.19577,35.43898,False,4,0,1,-0.828047426087214,-0.3135005320091658,7216,1136,3046.8967572062083
strike,Strike Zone: Majdal Selm,medium,33.22564,35.46558,False,4,0,0,-0.7291257899796117,-0.1863180952363825,7282,1315,3609.9046965119473
strike,Strike Zone - Al-Sawana and Zibqin,high,33.16244,35.26955,False,4,0,1,-0.9384276782287452,-1.123595278716342,6865,1027,2815.1332847778585
strike,Strike Zone - Al-Jurn-Al-Jamijmah,high,33.20339,35.44052,False,4,0,1,-0.8028119769027606,-0.3061373383012753,7228,1231,3346.4641671278364
strike,"Airstrike on Labaya, Western Bekaa",critical,33.57,35.68,False,4,0,2,0.4113045618790871,0.8388870962229332,445,105,3352.361797752809
strike,Strike Zone - Zahle Road,high,33.83808,35.90607,False,4,0,1,1.2991154827940474,1.919794369953046,226,127,6140.41592920354
road_closure,Shiah to Tayouneh Road Disruptions,medium,33.845,35.505,False,3,0,0,1.3220327148618347,0.0021605385073288,421,295,38910.32779097387
road_closure,"Tayouneh Roundabout, Beirut - Traffic",medium,33.8687,35.5057,False,3,0,0,1.4005209229552509,0.0055074447381665,421,295,38910.32779097387
road_closure,"Road Closure: Tayouneh Roundabout, Beirut",medium,33.868,35.51,False,3,0,0,1.3982027058385846,0.0260670115848961,421,295,38910.32779097387
strike,"Strike Zone - Jebchit, Kafr Remman, and Nabatieh university district",high,33.376,35.48138,False,4,0,1,-0.2311727533160268,-0.1107736403112071,5087,1324,3445.188912915274
strike,Haboush Strike Zone (Nabatieh),high,33.40439,35.48481,False,4,0,1,-0.13715249054082,-0.0943737997799734,4556,1280,3552.556189640035
